ID,Year_Birth,Age,Generasi,Education,Marital_Status,Income,Economic_Stat,Kidhome,Teenhome,Dependent,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,mnttotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,totalpurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,totalacceptedcmp,Recency_Category
5125,1960,54,Gen X,Bachelor,Married,79530.0,Highest,0,0,0,2013-05-17,64,0,333.0,0,499,120,42,29,1023.0,1,4,7,11,2,23,0,0,0,0,0,0,0,High Recency
4432,1976,38,Milennial,Bachelor,Divorced,31615.0,Lowest,1,0,1,2013-03-16,82,0,6.0,3,20,6,11,9,55.0,2,2,0,3,7,7,0,0,0,0,0,0,0,High Recency
5955,1962,52,Gen X,Bachelor,Married,72025.0,Highest,0,0,0,2012-11-17,27,0,822.1000000000001,33,499,120,89,122,1685.1000000000001,1,4,3,8,3,16,0,0,0,0,0,0,0,Low Recency
2928,1975,39,Gen X,PhD,Single,52614.0,High,0,1,1,2012-12-01,63,0,789.0,0,142,12,9,38,990.0,2,2,4,8,8,16,0,0,0,0,0,0,0,High Recency
5680,1984,30,Milennial,Master,Married,35684.0,Low,1,0,1,2014-04-22,66,0,10.0,4,7,0,6,3,30.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
10313,1975,39,Gen X,Bachelor,Married,48178.0,Low,1,1,2,2012-10-28,69,0,159.0,4,45,6,2,38,254.0,5,5,1,4,8,15,0,0,0,0,0,0,0,High Recency
2557,1970,44,Gen X,Master,Single,29548.0,Lowest,1,0,1,2013-08-29,52,0,7.0,1,7,3,1,11,30.0,1,1,1,2,4,5,0,0,1,0,0,0,1,High Recency
1245,1966,48,Gen X,Bachelor,Single,63810.0,High,0,1,1,2012-11-11,45,0,822.1000000000001,12,253,16,12,101,1216.1000000000001,4,4,3,11,8,22,0,0,0,1,0,0,1,High Recency
1519,1972,42,Gen X,PhD,Single,38578.0,Low,1,1,2,2013-06-22,2,0,38.0,4,22,3,3,3,73.0,3,3,0,3,8,9,0,0,0,0,0,1,1,Low Recency
10703,1975,39,Gen X,Master,Single,46098.0,Low,1,1,2,2012-08-18,86,0,57.0,0,27,0,0,36,120.0,4,3,2,2,8,11,0,0,0,0,0,0,0,High Recency
1726,1970,44,Gen X,Bachelor,Single,22585.0,Lowest,0,0,0,2013-03-18,23,0,6.0,9,15,13,2,39,84.0,1,1,1,2,8,5,0,0,1,0,0,1,2,Low Recency
4459,1989,25,Milennial,Bachelor,Single,30279.0,Lowest,1,0,1,2012-12-30,13,0,10.0,4,14,4,4,3,39.0,1,1,0,3,8,5,0,0,0,0,0,0,0,Low Recency
1729,1961,53,Gen X,PhD,Married,66426.0,High,0,1,1,2013-10-02,14,0,822.1000000000001,24,97,32,24,122,1121.1000000000001,2,3,5,10,6,20,0,0,0,0,0,0,0,Low Recency
1517,1969,45,Gen X,Bachelor,Single,30822.0,Lowest,1,0,1,2013-06-14,92,0,6.0,9,13,2,12,12,54.0,1,1,0,3,7,5,0,0,0,0,0,0,0,High Recency
2098,1969,45,Gen X,PhD,Married,33581.0,Lowest,2,0,2,2013-01-08,38,0,11.0,0,7,0,0,3,21.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
9543,1985,29,Milennial,Bachelor,Married,19986.0,Lowest,1,0,1,2013-11-14,74,0,6.0,6,7,0,2,6,27.0,1,1,0,3,7,5,0,0,0,0,0,0,0,High Recency
6878,1954,60,Boomers,Bachelor,Widow,27421.0,Lowest,0,0,0,2012-12-12,14,0,43.0,12,96,78,40,55,324.0,3,4,1,6,7,14,0,0,0,0,0,0,0,Low Recency
3310,1973,41,Gen X,Master,Married,35688.0,Low,2,1,3,2012-08-22,94,0,73.0,3,90,12,1,32,211.0,5,4,1,4,8,14,0,0,0,0,0,0,0,High Recency
2724,1981,33,Milennial,Master,Single,36143.0,Low,1,0,1,2014-03-30,33,0,12.0,0,7,0,0,6,25.0,1,1,1,2,3,5,0,0,0,0,0,0,0,High Recency
948,1971,43,Gen X,Bachelor,Single,10245.0,Lowest,1,0,1,2013-05-15,32,0,6.0,7,7,6,4,13,43.0,3,1,2,2,5,8,0,0,0,0,0,0,0,High Recency
6720,1968,46,Gen X,Master,Married,43795.0,Low,0,1,1,2013-10-16,11,0,314.0,11,53,4,3,107,492.0,3,7,3,4,7,17,0,0,0,1,0,1,2,Low Recency
6202,1960,54,Gen X,Bachelor,Married,63381.0,High,0,1,1,2012-10-05,78,0,571.0,50,142,33,50,122,968.0,4,4,5,11,2,24,0,0,0,0,0,0,0,High Recency
2066,1949,65,Boomers,Bachelor,Married,38823.0,Low,0,1,1,2012-08-30,56,0,70.0,0,11,2,8,23,114.0,1,2,1,3,6,7,0,0,0,0,0,0,0,High Recency
9799,1968,46,Gen X,PhD,Divorced,83664.0,Highest,1,1,2,2013-05-08,57,0,822.1000000000001,21,151,28,21,86,1129.1000000000001,3,2,2,11,5,18,0,0,0,0,0,0,0,High Recency
8318,1979,35,Milennial,Bachelor,Married,90300.0,Highest,0,0,0,2014-01-03,7,0,594.0,83,499,33,89,57,1355.0,1,5,6,8,2,20,0,0,0,0,1,0,1,Low Recency
5642,1979,35,Milennial,Master,Married,62499.0,High,1,0,1,2013-12-09,0,0,140.0,4,61,0,13,4,222.0,2,3,1,6,4,12,0,0,0,0,0,0,0,Low Recency
2669,1993,21,Gen Z,Bachelor,Single,74293.0,Highest,0,0,0,2014-05-04,66,0,375.0,83,335,93,89,81,1056.0,1,5,4,6,2,16,0,0,0,0,0,0,0,High Recency
455,1946,68,Boomers,PhD,Married,51012.0,Low,0,0,0,2013-04-18,86,0,102.0,9,63,2,9,24,209.0,1,4,1,4,6,10,0,0,0,0,0,0,0,High Recency
7683,1968,46,Gen X,Master,Married,70777.0,Highest,0,1,1,2014-02-25,80,0,554.0,35,113,0,7,78,787.0,3,5,3,11,3,22,0,0,0,0,0,0,0,High Recency
3428,1991,23,Milennial,PhD,Married,68682.0,Highest,0,0,0,2013-10-06,56,0,822.1000000000001,0,499,99,30,45,1495.1000000000001,1,4,7,10,2,22,0,0,0,0,0,0,0,High Recency
7414,1971,43,Gen X,Bachelor,Married,43824.0,Low,1,1,2,2012-09-15,18,0,96.0,1,42,12,3,32,186.0,4,3,1,4,8,12,0,0,0,0,0,0,0,Low Recency
6354,1984,30,Milennial,Bachelor,Married,15345.0,Lowest,1,0,1,2012-08-31,51,0,6.0,2,16,3,2,19,48.0,2,1,1,2,8,6,0,0,0,0,0,1,1,High Recency
798,1987,27,Milennial,Bachelor,Single,23442.0,Lowest,1,0,1,2012-12-24,71,0,6.0,0,7,8,6,5,32.0,1,1,0,3,7,5,0,0,0,0,0,0,0,High Recency
8213,1980,34,Milennial,Master,Married,14515.0,Lowest,1,0,1,2012-11-09,71,0,6.0,4,9,6,36,35,96.0,4,2,2,3,7,11,0,0,0,0,0,1,1,High Recency
2488,1956,58,Boomers,Master,Divorced,31395.0,Lowest,1,1,2,2013-03-23,80,0,23.0,1,25,0,8,7,64.0,4,2,1,3,6,10,0,0,0,0,0,0,0,High Recency
9999,1965,49,Gen X,Bachelor,Married,75276.0,Highest,0,0,0,2012-09-27,2,0,610.0,83,125,120,42,21,1001.0,1,8,4,9,5,22,0,0,0,0,0,0,0,Low Recency
7617,1974,40,Gen X,Bachelor,Single,42373.0,Low,1,1,2,2013-08-15,83,0,67.0,5,61,3,8,19,163.0,5,2,1,5,5,13,0,0,0,0,0,0,0,High Recency
615,1960,54,Gen X,Bachelor,Married,30507.0,Lowest,0,0,0,2013-03-11,29,0,65.0,36,74,38,20,110,343.0,1,5,1,4,7,11,0,0,0,0,0,0,0,Low Recency
2552,1955,59,Boomers,PhD,Single,55521.0,High,1,2,3,2013-10-22,11,0,416.0,0,26,0,0,4,446.0,5,6,3,6,7,20,0,0,0,1,0,1,2,Low Recency
194,1965,49,Gen X,Bachelor,Married,48006.0,Low,1,1,2,2014-06-09,55,0,23.0,0,11,3,2,3,42.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
3645,1972,42,Gen X,PhD,Single,27213.0,Lowest,1,0,1,2012-08-30,19,0,19.0,3,26,10,9,3,70.0,3,2,0,4,8,9,0,0,0,0,0,1,1,Low Recency
8890,1971,43,Gen X,PhD,Divorced,65808.0,High,1,1,2,2014-05-30,1,0,155.0,7,80,13,7,10,272.0,3,5,1,5,6,14,0,0,0,0,0,0,0,Low Recency
5049,1974,40,Gen X,PhD,Married,30351.0,Lowest,1,0,1,2013-06-06,19,0,14.0,0,24,3,3,3,47.0,1,3,0,2,8,6,0,0,0,0,0,0,0,Low Recency
9973,1963,51,Gen X,Bachelor,Married,50437.0,Low,0,2,2,2012-10-17,28,0,370.0,9,92,6,9,4,490.0,3,7,1,8,7,19,0,0,0,0,0,0,0,Low Recency
7301,1982,32,Milennial,Master,Single,23616.0,Lowest,1,0,1,2012-11-17,76,0,6.0,22,11,3,7,32,81.0,2,3,0,3,8,8,0,0,0,0,0,1,1,High Recency
10882,1976,38,Milennial,Bachelor,Married,53858.0,High,0,1,1,2012-11-09,50,0,407.0,53,221,58,89,26,854.0,4,4,3,6,4,17,0,0,0,0,0,0,0,High Recency
7030,1955,59,Boomers,PhD,Married,66465.0,High,0,1,1,2013-03-30,1,0,822.1000000000001,0,204,38,29,14,1107.1000000000001,3,8,7,11,6,29,1,0,0,0,0,0,1,Low Recency
7422,1987,27,Milennial,Bachelor,Single,46923.0,Low,1,0,1,2012-08-22,90,0,85.0,44,54,102,78,6,369.0,3,5,1,7,7,16,0,0,0,0,0,0,0,High Recency
3523,1962,52,Gen X,Bachelor,Married,75072.0,Highest,0,1,1,2013-01-23,83,0,583.0,34,309,0,22,122,1070.0,2,5,4,8,3,19,0,0,0,0,0,0,0,High Recency
7106,1943,71,Boomers,PhD,Married,75865.0,Highest,0,0,0,2014-03-31,73,0,483.0,0,499,120,0,12,1114.0,1,3,5,10,2,19,0,0,0,0,0,0,0,High Recency
6504,1975,39,Gen X,Master,Married,19789.0,Lowest,1,0,1,2013-11-20,24,0,6.0,5,9,28,6,28,82.0,3,2,1,3,5,9,0,0,1,0,0,0,1,Low Recency
5067,1994,20,Gen Z,Bachelor,Married,80134.0,Highest,0,0,0,2014-02-14,11,0,822.1000000000001,26,282,52,26,26,1234.1000000000001,1,2,7,11,5,21,1,1,0,1,1,0,4,Low Recency
4216,1981,33,Milennial,Bachelor,Single,91065.0,Highest,0,0,0,2013-02-22,33,0,822.0,83,108,120,89,114,1336.0,1,7,7,9,3,24,1,0,0,0,1,1,3,High Recency
8581,1971,43,Gen X,Master,Married,49505.0,Low,1,1,2,2013-03-05,4,0,604.0,0,100,19,0,28,751.0,5,8,2,8,8,23,0,0,0,0,0,0,0,Low Recency
5929,1973,41,Gen X,PhD,Married,37401.0,Low,1,0,1,2014-05-06,14,0,19.0,3,19,3,1,3,48.0,2,2,0,3,7,7,0,0,0,0,0,0,0,Low Recency
3129,1983,31,Milennial,Bachelor,Married,30096.0,Lowest,1,0,1,2014-05-22,30,0,6.0,3,11,12,5,9,46.0,1,2,0,3,6,6,0,0,0,0,0,0,0,Low Recency
6528,1982,32,Milennial,Master,Married,18492.0,Lowest,1,0,1,2014-06-05,75,0,6.0,2,7,2,1,3,21.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
1361,1974,40,Gen X,Master,Married,82584.0,Highest,0,0,0,2013-06-04,26,0,822.1000000000001,68,103,29,89,68,1179.1000000000001,1,3,4,8,2,16,0,0,0,1,1,1,3,Low Recency
6932,1941,73,Boomers,PhD,Married,93027.0,Highest,0,0,0,2013-04-13,77,0,822.1000000000001,42,499,55,0,21,1439.1000000000001,1,7,7,5,2,20,0,0,0,0,1,0,1,High Recency
7284,1953,61,Boomers,Bachelor,Married,48686.0,Low,1,2,3,2013-12-04,8,0,10.0,0,7,2,0,3,22.0,1,1,0,2,8,4,0,0,0,0,0,0,0,Low Recency
1340,1986,28,Milennial,Bachelor,Married,92910.0,Highest,0,0,0,2014-04-24,42,0,551.0,83,499,120,89,33,1375.0,1,6,7,11,2,25,1,0,0,1,1,0,3,High Recency
8746,1989,25,Milennial,Bachelor,Married,75433.0,Highest,1,0,1,2014-04-05,28,0,800.0,0,297,0,34,57,1188.0,2,2,5,10,6,19,1,0,0,1,0,0,2,Low Recency
5987,1989,25,Milennial,Master,Married,10404.0,Lowest,1,0,1,2014-05-04,52,0,6.0,2,11,10,6,12,47.0,2,1,0,4,5,7,0,0,0,0,0,0,0,High Recency
3767,1968,46,Gen X,Bachelor,Married,61314.0,High,0,1,1,2013-04-25,1,0,378.0,0,189,97,89,122,875.0,2,5,5,11,3,23,0,0,0,0,0,0,0,Low Recency
3725,1961,53,Gen X,PhD,Single,84865.0,Highest,0,0,0,2013-05-09,1,0,822.1000000000001,16,349,43,16,16,1262.1000000000001,1,2,4,9,4,16,1,1,0,1,1,1,5,Low Recency
4324,1989,25,Milennial,Bachelor,Married,42387.0,Low,1,0,1,2012-10-29,42,0,235.0,0,235,19,4,122,615.0,5,8,1,7,8,21,0,0,0,0,0,0,0,High Recency
238,1967,47,Gen X,Master,Married,67309.0,High,1,1,2,2013-01-23,76,0,515.0,47,181,120,89,95,1047.0,5,8,6,9,7,28,0,0,0,0,0,0,0,High Recency
6694,1964,50,Gen X,Bachelor,Married,75236.0,Highest,0,1,1,2013-11-25,27,0,438.0,66,400,12,38,114,1068.0,1,8,3,11,4,23,0,0,0,0,0,0,0,Low Recency
498,1970,44,Gen X,Bachelor,Single,30015.0,Lowest,1,0,1,2014-02-02,28,0,25.0,0,22,2,3,5,57.0,2,1,0,4,5,7,0,0,0,0,0,0,0,Low Recency
9347,1956,58,Boomers,Master,Married,50943.0,Low,0,1,1,2013-06-21,49,0,31.0,0,7,2,0,6,46.0,1,1,0,3,5,5,0,0,0,0,0,0,0,High Recency
9699,1966,48,Gen X,Bachelor,Divorced,67272.0,High,0,1,1,2013-12-21,12,0,357.0,35,271,28,28,14,733.0,3,6,2,11,5,22,0,0,0,0,0,0,0,Low Recency
10664,1949,65,Boomers,Master,Widow,51529.0,High,0,1,1,2013-09-07,14,0,400.0,4,35,6,0,22,467.0,2,8,1,5,8,16,0,0,0,0,0,0,0,Low Recency
5455,1971,43,Gen X,PhD,Married,32011.0,Lowest,1,0,1,2013-08-22,89,0,99.0,0,15,2,1,5,122.0,3,2,1,4,7,10,0,0,0,0,0,0,0,High Recency
456,1986,28,Milennial,Master,Married,7500.0,Lowest,1,0,1,2013-02-07,96,0,6.0,11,7,4,6,9,43.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
5012,1989,25,Milennial,Bachelor,Married,28691.0,Lowest,1,0,1,2013-07-04,56,0,6.0,4,13,8,0,4,35.0,1,1,0,3,8,5,0,0,0,0,0,0,0,High Recency
7495,1948,66,Boomers,PhD,Married,56223.0,High,0,1,1,2013-12-20,72,0,77.0,28,31,16,0,4,156.0,2,2,1,5,4,10,0,0,0,0,0,0,0,High Recency
5029,1946,68,Boomers,Bachelor,Married,18100.0,Lowest,0,0,0,2013-08-06,14,0,6.0,1,7,4,3,3,24.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
10642,1989,25,Milennial,Bachelor,Single,30279.0,Lowest,1,0,1,2012-12-30,13,0,10.0,4,14,4,4,3,39.0,1,1,0,3,8,5,0,0,0,0,0,0,0,Low Recency
2106,1974,40,Gen X,Master,Married,20130.0,Lowest,0,0,0,2014-03-17,99,0,6.0,6,7,7,6,12,44.0,1,1,0,3,8,5,0,0,0,0,0,0,0,High Recency
10364,1959,55,Boomers,Bachelor,Divorced,23295.0,Lowest,0,0,0,2013-07-13,72,0,6.0,0,7,2,12,5,32.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
5954,1972,42,Gen X,Master,Divorced,42618.0,Low,1,0,1,2013-10-09,92,0,76.0,14,74,13,5,10,192.0,2,5,0,4,8,11,0,0,0,0,0,0,0,High Recency
1137,1964,50,Gen X,Bachelor,Single,81246.0,Highest,0,0,0,2013-12-29,87,0,398.0,83,499,61,89,37,1167.0,1,4,5,7,2,17,1,0,1,0,0,0,2,High Recency
2541,1976,38,Milennial,Bachelor,Married,24027.0,Lowest,1,0,1,2013-06-09,7,0,14.0,7,11,11,0,5,48.0,2,2,0,3,8,7,0,0,0,0,0,0,0,Low Recency
1142,1953,61,Boomers,PhD,Married,55707.0,High,0,1,1,2013-12-22,91,0,208.0,7,82,30,66,35,428.0,2,3,2,9,3,16,0,0,0,0,0,0,0,High Recency
2276,1955,59,Boomers,Bachelor,Single,57959.0,High,0,1,1,2013-05-02,71,0,430.0,16,322,43,24,33,868.0,5,4,7,11,3,27,0,0,0,0,0,0,0,High Recency
2807,1969,45,Gen X,Bachelor,Married,56796.0,High,0,1,1,2013-02-16,24,0,656.0,38,161,62,47,37,1001.0,3,8,7,7,7,25,0,0,0,0,0,0,0,Low Recency
6471,1971,43,Gen X,Master,Single,36230.0,Low,1,0,1,2013-10-17,17,0,14.0,2,30,8,2,3,59.0,1,2,0,4,5,7,0,0,0,0,0,0,0,Low Recency
6131,1980,34,Milennial,Master,Married,70829.0,Highest,1,1,2,2013-12-01,87,0,141.0,70,106,72,19,23,431.0,2,4,2,8,3,16,0,0,0,0,0,0,0,High Recency
6233,1976,38,Milennial,Bachelor,Married,65991.0,High,0,1,1,2012-09-07,21,0,507.0,19,364,25,47,9,971.0,3,8,5,10,7,26,0,0,0,0,0,0,0,Low Recency
4148,1972,42,Gen X,Bachelor,Married,38988.0,Low,1,2,3,2012-08-20,90,0,164.0,24,103,12,3,42,348.0,5,5,1,6,8,17,0,0,0,0,0,0,0,High Recency
4947,1966,48,Gen X,Master,Single,89572.0,Highest,0,0,0,2012-09-15,44,0,606.0,24,499,120,89,64,1402.0,1,7,7,9,4,24,1,0,0,1,0,1,3,High Recency
3225,1984,30,Milennial,Master,Married,42207.0,Low,1,0,1,2013-04-01,71,0,116.0,11,72,3,17,46,265.0,4,4,1,5,6,14,0,0,1,0,0,1,2,High Recency
7540,1952,62,Boomers,Bachelor,Married,50300.0,Low,0,1,1,2014-05-25,52,0,143.0,15,60,24,23,5,270.0,2,2,1,8,2,13,0,0,0,0,0,0,0,High Recency
10648,1982,32,Milennial,Master,Married,66664.0,High,0,0,0,2012-09-25,78,0,398.0,83,447,120,89,32,1169.0,1,5,7,6,3,19,0,0,0,0,0,0,0,High Recency
1992,1964,50,Gen X,Bachelor,Married,60597.0,High,0,1,1,2014-01-01,2,0,522.0,0,257,32,16,66,893.0,4,2,2,8,7,16,1,0,0,0,0,1,2,Low Recency
7851,1949,65,Boomers,Bachelor,Widow,70165.0,Highest,0,0,0,2013-09-22,60,0,161.0,0,253,120,89,122,745.0,1,3,7,11,2,22,0,0,0,0,0,0,0,High Recency
8594,1958,56,Boomers,PhD,Widow,50520.0,Low,0,1,1,2014-01-28,25,0,112.0,0,7,2,1,14,136.0,2,3,1,3,6,9,0,0,0,0,0,0,0,Low Recency
7059,1963,51,Gen X,Bachelor,Married,80124.0,Highest,0,0,0,2014-06-26,47,0,483.0,83,398,120,84,122,1290.0,1,3,7,8,2,19,0,0,1,0,0,0,1,High Recency
2815,1975,39,Gen X,Bachelor,Married,33183.0,Lowest,1,0,1,2014-02-24,46,0,7.0,5,39,17,15,37,120.0,2,4,0,3,7,9,0,0,0,0,0,0,0,High Recency
2416,1969,45,Gen X,PhD,Single,66582.0,High,0,0,0,2014-03-03,83,0,789.0,25,420,16,38,3,1291.0,1,2,7,9,2,19,0,0,0,0,0,0,0,High Recency
7999,1955,59,Boomers,PhD,Married,75261.0,Highest,0,0,0,2013-04-23,17,0,822.1000000000001,17,413,23,34,17,1326.1000000000001,1,5,6,5,2,17,0,0,0,1,1,1,3,Low Recency
9213,1970,44,Gen X,Bachelor,Widow,31880.0,Lowest,1,0,1,2012-10-31,13,0,6.0,1,7,2,0,3,19.0,1,1,0,2,8,4,0,0,0,0,0,0,0,Low Recency
9697,1951,63,Boomers,Bachelor,Married,53790.0,High,0,2,2,2014-03-06,86,0,335.0,42,127,28,5,5,542.0,3,7,2,8,6,20,0,0,0,0,0,0,0,High Recency
3916,1971,43,Gen X,PhD,Married,49269.0,Low,1,0,1,2012-08-15,92,0,639.0,8,166,11,8,58,890.0,3,7,3,11,7,24,0,0,0,0,0,0,0,High Recency
2021,1975,39,Gen X,Bachelor,Married,61456.0,High,0,1,1,2013-03-27,47,0,563.0,76,384,84,89,89,1285.0,4,6,7,11,4,28,0,0,0,0,0,0,0,High Recency
1581,1980,34,Milennial,Bachelor,Married,37406.0,Low,1,0,1,2013-10-10,18,0,6.0,0,8,2,2,3,21.0,1,1,0,2,8,4,0,0,0,0,0,1,1,Low Recency
564,1981,33,Milennial,PhD,Married,56937.0,High,1,0,1,2012-08-04,81,0,746.0,8,125,11,8,8,906.0,5,8,6,9,6,28,0,0,0,1,0,1,2,High Recency
6619,1978,36,Milennial,Bachelor,Married,38415.0,Low,1,1,2,2013-01-02,91,0,22.0,1,13,4,0,4,44.0,2,1,0,3,7,6,0,0,0,0,0,0,0,High Recency
9081,1988,26,Milennial,Bachelor,Single,20518.0,Lowest,1,0,1,2014-05-18,58,0,6.0,1,7,4,1,9,28.0,1,1,1,2,5,5,0,0,0,0,0,0,0,High Recency
178,1956,58,Boomers,Bachelor,Married,62503.0,High,0,1,1,2013-02-18,40,0,478.0,0,193,110,75,117,973.0,4,8,3,11,5,26,0,0,0,0,0,0,0,High Recency
916,1972,42,Gen X,PhD,Single,41644.0,Low,1,1,2,2014-05-09,67,0,20.0,3,7,2,0,3,35.0,2,1,0,3,3,6,0,0,0,0,0,0,0,High Recency
5512,1977,37,Milennial,Master,Married,55842.0,High,0,1,1,2014-05-23,19,0,451.0,0,39,0,4,24,518.0,1,7,1,8,5,17,0,0,0,0,0,0,0,Low Recency
8970,1972,42,Gen X,PhD,Married,62010.0,High,0,1,1,2012-10-23,93,0,371.0,22,39,6,0,92,530.0,4,6,2,7,5,19,0,0,0,0,0,0,0,High Recency
10581,1977,37,Milennial,Bachelor,Married,41124.0,Low,1,0,1,2012-10-31,41,0,281.0,7,84,15,0,119,506.0,5,7,3,4,8,19,0,0,0,0,0,0,0,High Recency
5300,1973,41,Gen X,Master,Married,38961.0,Low,1,0,1,2013-12-30,60,0,19.0,7,19,0,1,24,70.0,1,2,1,2,7,6,0,0,0,0,0,0,0,High Recency
5154,1972,42,Gen X,Master,Divorced,37760.0,Low,1,0,1,2013-08-11,54,0,26.0,3,13,2,10,3,57.0,1,2,0,3,6,6,0,0,0,0,0,0,0,High Recency
8346,1974,40,Gen X,Bachelor,Single,32233.0,Lowest,1,0,1,2012-08-19,26,0,138.0,15,35,25,11,72,296.0,2,6,2,2,8,12,0,0,1,0,0,1,2,Low Recency
1676,1975,39,Gen X,Bachelor,Married,43057.0,Low,0,1,1,2013-10-30,30,0,213.0,2,44,0,2,5,266.0,4,4,2,5,5,15,0,0,0,0,0,0,0,Low Recency
9286,1960,54,Gen X,Master,Married,83151.0,Highest,0,0,0,2012-10-10,93,0,407.0,28,100,120,74,18,747.0,1,5,7,4,3,17,0,0,0,0,0,0,0,High Recency
2426,1964,50,Gen X,PhD,Divorced,78825.0,Highest,0,0,0,2012-09-14,35,0,483.0,74,114,120,37,18,846.0,1,5,7,11,3,24,0,0,0,0,0,1,1,High Recency
5172,1976,38,Milennial,Master,Married,65104.0,High,0,1,1,2013-11-14,4,0,738.0,0,232,13,20,50,1053.0,2,3,5,7,7,17,0,0,0,0,0,0,0,Low Recency
5562,1974,40,Gen X,Bachelor,Married,60093.0,High,0,1,1,2013-06-26,92,0,502.0,12,109,16,6,90,735.0,2,7,2,10,6,21,0,0,0,0,0,0,0,High Recency
3436,1969,45,Gen X,Bachelor,Married,14045.0,Lowest,1,0,1,2014-01-26,24,0,11.0,0,7,2,1,3,24.0,1,1,0,3,7,5,0,0,0,0,0,0,0,Low Recency
3921,1952,62,Boomers,Master,Widow,28457.0,Lowest,0,0,0,2012-10-28,96,0,24.0,1,108,29,29,14,205.0,1,4,1,4,8,10,0,0,0,0,0,0,0,High Recency
3403,1958,56,Boomers,PhD,Married,78952.0,Highest,0,1,1,2012-09-24,11,0,822.1000000000001,19,499,99,76,122,1637.1000000000001,2,2,5,11,6,20,0,0,0,0,0,0,0,Low Recency
22,1976,38,Milennial,Bachelor,Divorced,46310.0,Low,1,0,1,2012-12-03,99,0,185.0,2,88,15,5,14,309.0,2,6,1,5,8,14,0,0,0,0,0,0,0,High Recency
10965,1955,59,Boomers,Bachelor,Married,76005.0,Highest,0,0,0,2013-02-22,72,0,822.1000000000001,20,389,120,50,40,1441.1000000000001,1,3,5,11,6,20,1,0,0,0,0,0,1,High Recency
9426,1964,50,Gen X,Master,Single,58308.0,High,0,1,1,2013-01-12,77,0,691.0,0,69,10,0,122,892.0,4,2,6,3,8,15,0,0,0,0,0,0,0,High Recency
6605,1944,70,Boomers,PhD,Divorced,55614.0,High,0,0,0,2013-11-27,85,0,504.0,13,131,8,0,26,682.0,1,8,4,6,7,19,0,0,0,1,0,0,1,High Recency
3136,1962,52,Gen X,Master,Divorced,59432.0,High,0,1,1,2013-04-13,88,0,317.0,25,265,25,19,12,663.0,3,5,3,11,5,22,0,0,0,0,0,0,0,High Recency
8737,1978,36,Milennial,Bachelor,Divorced,55563.0,High,0,1,1,2014-04-05,22,0,29.0,1,9,2,0,3,44.0,1,2,0,3,3,6,0,0,0,0,0,0,0,Low Recency
11088,1971,43,Gen X,PhD,Married,78642.0,Highest,0,1,1,2013-04-21,83,0,822.1000000000001,0,322,46,35,17,1242.1000000000001,1,4,7,4,6,16,0,0,0,0,0,0,0,High Recency
716,1949,65,Boomers,PhD,Married,67911.0,High,0,1,1,2014-05-22,63,0,529.0,0,356,63,28,3,979.0,3,6,7,11,3,27,0,0,0,0,0,0,0,High Recency
466,1944,70,Boomers,Bachelor,Married,65275.0,High,0,0,0,2013-04-03,9,0,388.0,14,218,91,14,21,746.0,1,4,3,11,2,19,0,0,0,0,0,0,0,Low Recency
9135,1950,64,Boomers,Bachelor,Married,27203.0,Lowest,1,1,2,2012-08-06,92,0,13.0,2,21,4,0,24,64.0,2,1,1,2,8,6,0,0,0,0,0,0,0,High Recency
10623,1961,53,Gen X,Master,Married,48330.0,Low,0,1,1,2013-11-15,2,0,28.0,0,7,0,0,3,38.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
8151,1990,24,Milennial,Basic,Married,24279.0,Lowest,0,0,0,2012-12-29,6,0,16.0,36,21,20,62,108,263.0,1,4,1,3,8,9,0,0,0,0,0,0,0,Low Recency
5140,1985,29,Milennial,PhD,Married,64355.0,High,1,0,1,2012-08-24,66,0,822.1000000000001,0,140,67,38,122,1189.1000000000001,2,4,3,11,8,20,0,0,0,0,0,0,0,High Recency
10160,1956,58,Boomers,Master,Married,50943.0,Low,0,1,1,2013-06-21,49,0,31.0,0,7,2,0,6,46.0,1,1,0,3,5,5,0,0,0,0,0,0,0,High Recency
4945,1953,61,Boomers,Bachelor,Widow,53653.0,High,0,0,0,2012-11-07,29,0,815.0,10,239,28,10,108,1210.0,2,8,4,11,6,25,0,0,0,0,0,0,0,Low Recency
10584,1976,38,Milennial,Bachelor,Married,65665.0,High,0,1,1,2013-12-02,77,0,225.0,83,387,106,36,29,866.0,1,5,7,8,3,21,0,0,0,0,0,0,0,High Recency
